pid,cntry,year,w1,age,female,edu4,cosmo,util,comm,lib,pos,neg,unemp,growth,bailout
12050,EE,2010,0.8483,36,0,e16_19,0,0,0,0,0,0,16.70999908,2.444265118,0
12051,EE,2010,1.434,71,1,e16_19,0,0,0,1,0,1,16.70999908,2.444265118,0
12052,EE,2010,0.9007,40,1,le15,0,0,1,0,0,1,16.70999908,2.444265118,0
12053,EE,2010,0.7753,30,1,le15,0.5,0,0,0.5,0.5,0.5,16.70999908,2.444265118,0
12054,EE,2010,0.8873,39,0,studying,0.5,0,0,0.5,0.5,0.5,16.70999908,2.444265118,0
12055,EE,2010,1.5457,76,0,e16_19,0,0,0.5,0.5,0,1,16.70999908,2.444265118,0
12056,EE,2010,0.7637,29,0,le15,0.5,0,0.25,0.25,0.5,0.5,16.70999908,2.444265118,0
12057,EE,2010,1.1978,59,1,e16_19,0,0,1,0,0,1,16.70999908,2.444265118,0
12058,EE,2010,1.0623,51,0,le15,0.4,0,0.4,0.2,0.4,0.6,16.70999908,2.444265118,0
12059,EE,2010,0.7524,28,0,e16_19,0.333333,0,0,0.666667,0.333333,0.666667,16.70999908,2.444265118,0
12060,EE,2010,1.128,55,1,e20plus,1,0,0,0,1,0,16.70999908,2.444265118,0
12061,EE,2010,0.6379,17,1,e16_19,0,0,0,1,0,1,16.70999908,2.444265118,0
12062,EE,2010,1.5457,76,0,e16_19,0,0,0,1,0,1,16.70999908,2.444265118,0
12063,EE,2010,1.0156,48,1,e16_19,1,0,0,0,1,0,16.70999908,2.444265118,0
12064,EE,2010,1.2529,62,0,e20plus,0.333333,0,0.222222,0.444444,0.333333,0.666667,16.70999908,2.444265118,0
12065,EE,2010,0.8483,36,1,e16_19,0.571429,0,0.428571,0,0.571429,0.428571,16.70999908,2.444265118,0
12066,EE,2010,1.0156,48,1,e16_19,0.6,0,0.2,0.2,0.6,0.4,16.70999908,2.444265118,0
12067,EE,2010,1.1112,54,0,e16_19,0.333333,0,0.666667,0,0.333333,0.666667,16.70999908,2.444265118,0
12068,EE,2010,1.0623,51,1,e16_19,0,0,0,0,0,0,16.70999908,2.444265118,0
12069,EE,2010,0.7637,29,0,e16_19,1,0,0,0,1,0,16.70999908,2.444265118,0
12070,EE,2010,0.8873,39,0,studying,0.25,0,0.25,0.5,0.25,0.75,16.70999908,2.444265118,0
12071,EE,2010,0.9564,44,1,e16_19,0,0,0.75,0.25,0,1,16.70999908,2.444265118,0
12072,EE,2010,1.1624,57,1,le15,0,0,0.5,0.5,0,1,16.70999908,2.444265118,0
12073,EE,2010,1.6168,79,1,e16_19,0.5,0,0.25,0.25,0.5,0.5,16.70999908,2.444265118,0
12074,EE,2010,1.291,64,1,e16_19,0.5,0,0.5,0,0.5,0.5,16.70999908,2.444265118,0
12075,EE,2010,1.3709,68,0,e16_19,0.5,0,0,0.5,0.5,0.5,16.70999908,2.444265118,0
12076,EE,2010,0.9564,44,1,le15,0,0,0,0,0,0,16.70999908,2.444265118,0
12077,EE,2010,0.787,31,0,e20plus,1,0,0,0,1,0,16.70999908,2.444265118,0
12078,EE,2010,1.5226,75,1,e16_19,0.285714,0,0.571429,0.142857,0.285714,0.714286,16.70999908,2.444265118,0
12079,EE,2010,0.7524,28,1,e16_19,0.6,0,0,0.4,0.6,0.4,16.70999908,2.444265118,0
12080,EE,2010,0.8356,35,1,e16_19,0.333333,0,0.5,0.166667,0.333333,0.666667,16.70999908,2.444265118,0
12081,EE,2010,0.8109,33,1,e16_19,0,0,0,0,0,0,16.70999908,2.444265118,0
12082,EE,2010,0.8741,38,1,e20plus,0.5,0,0.5,0,0.5,0.5,16.70999908,2.444265118,0
12083,EE,2010,0.6573,19,1,le15,0.333333,0,0,0.666667,0.333333,0.666667,16.70999908,2.444265118,0
12084,EE,2010,1.291,64,1,e16_19,0.333333,0,0,0.666667,0.333333,0.666667,16.70999908,2.444265118,0
12085,EE,2010,1.128,55,1,le15,0.5,0,0,0.5,0.5,0.5,16.70999908,2.444265118,0
12086,EE,2010,0.9007,40,0,e20plus,0.666667,0,0.333333,0,0.666667,0.333333,16.70999908,2.444265118,0
12087,EE,2010,0.6476,18,1,e16_19,0.6,0,0,0.4,0.6,0.4,16.70999908,2.444265118,0
12088,EE,2010,0.9282,42,0,studying,0.5,0,0,0.5,0.5,0.5,16.70999908,2.444265118,0
12089,EE,2010,0.7524,28,1,le15,0,0,0.666667,0.333333,0,1,16.70999908,2.444265118,0
12090,EE,2010,1.4126,70,0,e16_19,1,0,0,0,1,0,16.70999908,2.444265118,0
12091,EE,2010,0.8611,37,1,e20plus,0.4,0,0.2,0.4,0.4,0.6,16.70999908,2.444265118,0
12092,EE,2010,0.7085,24,1,e16_19,1,0,0,0,1,0,16.70999908,2.444265118,0
12093,EE,2010,1.0623,51,1,le15,0,0,1,0,0,1,16.70999908,2.444265118,0
12094,EE,2010,0.7085,24,1,e16_19,0.333333,0,0.666667,0,0.333333,0.666667,16.70999908,2.444265118,0
12095,EE,2010,0.7637,29,0,e20plus,0.4,0,0,0.6,0.4,0.6,16.70999908,2.444265118,0
12096,EE,2010,0.9007,40,0,e20plus,1,0,0,0,1,0,16.70999908,2.444265118,0
12097,EE,2010,1.0156,48,1,e16_19,0,0,0,0,0,0,16.70999908,2.444265118,0
12098,EE,2010,0.7637,29,1,e16_19,1,0,0,0,1,0,16.70999908,2.444265118,0
12099,EE,2010,0.6379,17,1,e20plus,0,0.333333,0.666667,0,0.333333,0.666667,16.70999908,2.444265118,0
12100,EE,2010,1.1624,57,0,e20plus,0,0,0,0,0,0,16.70999908,2.444265118,0
12101,EE,2010,0.9282,42,0,e16_19,0.333333,0.166667,0.166667,0.333333,0.5,0.5,16.70999908,2.444265118,0
12102,EE,2010,1.0156,48,0,e16_19,0.333333,0,0.333333,0.333333,0.333333,0.666667,16.70999908,2.444265118,0
12103,EE,2010,1.128,55,0,e16_19,0,0,1,0,0,1,16.70999908,2.444265118,0
12104,EE,2010,0.787,31,0,e16_19,0,0,1,0,0,1,16.70999908,2.444265118,0
12105,EE,2010,1.0004,47,1,le15,0,0,0,0,0,0,16.70999908,2.444265118,0
12106,EE,2010,1.9068,90,0,e20plus,0.25,0,0.25,0.5,0.25,0.75,16.70999908,2.444265118,0
12107,EE,2010,1.2718,63,1,e16_19,0.666667,0,0,0.333333,0.666667,0.333333,16.70999908,2.444265118,0
12108,EE,2010,0.8873,39,1,e16_19,0.857143,0,0,0.142857,0.857143,0.142857,16.70999908,2.444265118,0
12109,EE,2010,1.4556,72,1,e20plus,0,0,1,0,0,1,16.70999908,2.444265118,0
12110,EE,2010,0.8356,35,0,e16_19,0,0,1,0,0,1,16.70999908,2.444265118,0
12111,EE,2010,1.3709,68,1,le15,1,0,0,0,1,0,16.70999908,2.444265118,0
12112,EE,2010,0.8741,38,0,e16_19,0.2,0,0.6,0.2,0.2,0.8,16.70999908,2.444265118,0
12113,EE,2010,0.6876,22,1,le15,0,0.25,0.75,0,0.25,0.75,16.70999908,2.444265118,0
12114,EE,2010,0.9422,43,1,le15,0,0,1,0,0,1,16.70999908,2.444265118,0
12115,EE,2010,1.291,64,1,e16_19,0,0,0.5,0.5,0,1,16.70999908,2.444265118,0
12116,EE,2010,1.291,64,0,le15,0,0,0.666667,0.333333,0,1,16.70999908,2.444265118,0
12117,EE,2010,1.0623,51,0,le15,0,0,0.75,0.25,0,1,16.70999908,2.444265118,0
12118,EE,2010,0.9282,42,1,e20plus,1,0,0,0,1,0,16.70999908,2.444265118,0
12119,EE,2010,1.1451,56,0,studying,0.5,0.5,0,0,1,0,16.70999908,2.444265118,0
12120,EE,2010,1.3916,69,1,e16_19,0,0,0,0,0,0,16.70999908,2.444265118,0
12121,EE,2010,0.9709,45,0,e16_19,0.75,0,0,0.25,0.75,0.25,16.70999908,2.444265118,0
12122,EE,2010,0.6673,20,1,le15,0,0,0,1,0,1,16.70999908,2.444265118,0
12123,EE,2010,0.6774,21,0,le15,0,0.5,0.5,0,0.5,0.5,16.70999908,2.444265118,0
12124,EE,2010,1.0623,51,1,le15,0.2,0,0.6,0.2,0.2,0.8,16.70999908,2.444265118,0
12125,EE,2010,0.6379,17,1,e16_19,0.6,0,0,0.4,0.6,0.4,16.70999908,2.444265118,0
12126,EE,2010,1.3916,69,0,e20plus,0.125,0.25,0,0.625,0.375,0.625,16.70999908,2.444265118,0
12127,EE,2010,1.0465,50,0,e20plus,1,0,0,0,1,0,16.70999908,2.444265118,0
12128,EE,2010,1.0623,51,1,e16_19,0.333333,0,0.166667,0.5,0.333333,0.666667,16.70999908,2.444265118,0
12129,EE,2010,1.128,55,0,e20plus,0,0,0,0,0,0,16.70999908,2.444265118,0
12130,EE,2010,1.0947,53,1,e20plus,0,0,1,0,0,1,16.70999908,2.444265118,0
12131,EE,2010,1.0004,47,0,e16_19,1,0,0,0,1,0,16.70999908,2.444265118,0
12132,EE,2010,1.2159,60,1,e20plus,0,0,0,1,0,1,16.70999908,2.444265118,0
12133,EE,2010,1.2159,60,1,le15,0.75,0,0.125,0.125,0.75,0.25,16.70999908,2.444265118,0
12134,EE,2010,0.8109,33,1,le15,0.333333,0,0.666667,0,0.333333,0.666667,16.70999908,2.444265118,0
12135,EE,2010,1.0784,52,0,studying,0,0,0,0,0,0,16.70999908,2.444265118,0
12136,EE,2010,1.6412,80,1,e16_19,0.333333,0,0.666667,0,0.333333,0.666667,16.70999908,2.444265118,0
12137,EE,2010,0.8741,38,1,e20plus,1,0,0,0,1,0,16.70999908,2.444265118,0
12138,EE,2010,1.3106,65,1,le15,0.5,0,0.25,0.25,0.5,0.5,16.70999908,2.444265118,0
12139,EE,2010,0.7989,32,1,e16_19,0.25,0,0.75,0,0.25,0.75,16.70999908,2.444265118,0
12140,EE,2010,1.0784,52,1,e16_19,0.25,0,0.5,0.25,0.25,0.75,16.70999908,2.444265118,0
12141,EE,2010,0.6476,18,0,studying,0.75,0,0,0.25,0.75,0.25,16.70999908,2.444265118,0
12142,EE,2010,0.8356,35,1,le15,0,0,0,0,0,0,16.70999908,2.444265118,0
12143,EE,2010,1.0309,49,1,e20plus,1,0,0,0,1,0,16.70999908,2.444265118,0
12144,EE,2010,1.4126,70,0,e16_19,0.5,0,0,0.5,0.5,0.5,16.70999908,2.444265118,0
12145,EE,2010,1.2529,62,0,e16_19,0,0,0.8,0.2,0,1,16.70999908,2.444265118,0
12146,EE,2010,0.8232,34,0,le15,0.25,0,0.5,0.25,0.25,0.75,16.70999908,2.444265118,0
12147,EE,2010,0.9422,43,0,e16_19,1,0,0,0,1,0,16.70999908,2.444265118,0
12148,EE,2010,1.0465,50,1,studying,1,0,0,0,1,0,16.70999908,2.444265118,0
12149,EE,2010,1.2529,62,0,e20plus,0.666667,0,0,0.333333,0.666667,0.333333,16.70999908,2.444265118,0
12150,EE,2010,0.9422,43,1,le15,0.25,0,0.25,0.5,0.25,0.75,16.70999908,2.444265118,0
12151,EE,2010,1.1978,59,1,studying,0.666667,0,0.333333,0,0.666667,0.333333,16.70999908,2.444265118,0
12152,EE,2010,0.787,31,0,e20plus,0.166667,0,0,0.833333,0.166667,0.833333,16.70999908,2.444265118,0
12153,EE,2010,1.0784,52,0,le15,0,0,0,1,0,1,16.70999908,2.444265118,0
12154,EE,2010,1.3709,68,1,e20plus,1,0,0,0,1,0,16.70999908,2.444265118,0
12155,EE,2010,0.6191,15,0,e16_19,0.333333,0,0.333333,0.333333,0.333333,0.666667,16.70999908,2.444265118,0
12156,EE,2010,0.7524,28,1,studying,1,0,0,0,1,0,16.70999908,2.444265118,0
12157,EE,2010,0.9143,41,0,e16_19,0.5,0,0,0.5,0.5,0.5,16.70999908,2.444265118,0
12158,EE,2010,0.9282,42,1,e16_19,0,0,0,0,0,0,16.70999908,2.444265118,0
12159,EE,2010,0.787,31,1,e16_19,0.8,0,0.2,0,0.8,0.2,16.70999908,2.444265118,0
12160,EE,2010,1.0465,50,1,e20plus,0.5,0,0.5,0,0.5,0.5,16.70999908,2.444265118,0
12161,EE,2010,0.6876,22,0,e16_19,0,0,0,0,0,0,16.70999908,2.444265118,0
12162,EE,2010,0.9007,40,1,le15,0,0,0,0,0,0,16.70999908,2.444265118,0
12163,EE,2010,0.9422,43,0,le15,0.333333,0,0.333333,0.333333,0.333333,0.666667,16.70999908,2.444265118,0
12164,EE,2010,0.6774,21,0,e20plus,0.333333,0,0,0.666667,0.333333,0.666667,16.70999908,2.444265118,0
12165,EE,2010,0.787,31,0,le15,0.25,0,0,0.75,0.25,0.75,16.70999908,2.444265118,0
12166,EE,2010,1.291,64,0,e16_19,0,0,0,1,0,1,16.70999908,2.444265118,0
12167,EE,2010,0.9282,42,0,e20plus,0,0,1,0,0,1,16.70999908,2.444265118,0
12168,EE,2010,0.7524,28,0,studying,0,0,0,1,0,1,16.70999908,2.444265118,0
12169,EE,2010,0.8356,35,1,e20plus,0.333333,0,0,0.666667,0.333333,0.666667,16.70999908,2.444265118,0
12170,EE,2010,0.6673,20,1,e20plus,0.666667,0,0,0.333333,0.666667,0.333333,16.70999908,2.444265118,0
12171,EE,2010,0.8232,34,1,e20plus,1,0,0,0,1,0,16.70999908,2.444265118,0
12172,EE,2010,1.4556,72,0,e16_19,0,0,0.666667,0.333333,0,1,16.70999908,2.444265118,0
12173,EE,2010,1.0156,48,1,e16_19,0,0,1,0,0,1,16.70999908,2.444265118,0
12174,EE,2010,0.8232,34,0,le15,0,0,0,0,0,0,16.70999908,2.444265118,0
12175,EE,2010,0.7085,24,0,e20plus,0.5,0,0,0.5,0.5,0.5,16.70999908,2.444265118,0
12176,EE,2010,0.7412,27,0,studying,0,0,0,1,0,1,16.70999908,2.444265118,0
12177,EE,2010,0.8232,34,1,e16_19,0.5,0,0.5,0,0.5,0.5,16.70999908,2.444265118,0
12178,EE,2010,0.9564,44,1,e20plus,0.333333,0,0,0.666667,0.333333,0.666667,16.70999908,2.444265118,0
12179,EE,2010,0.9282,42,1,e20plus,1,0,0,0,1,0,16.70999908,2.444265118,0
12180,EE,2010,0.7637,29,0,e20plus,0,0.5,0.5,0,0.5,0.5,16.70999908,2.444265118,0
12181,EE,2010,1.1451,56,1,e16_19,0.333333,0,0,0.666667,0.333333,0.666667,16.70999908,2.444265118,0
12182,EE,2010,1.1624,57,1,e20plus,1,0,0,0,1,0,16.70999908,2.444265118,0
12183,EE,2010,1.0947,53,0,e16_19,0,0,0.666667,0.333333,0,1,16.70999908,2.444265118,0
12184,EE,2010,1.1978,59,0,e20plus,0.75,0,0.25,0,0.75,0.25,16.70999908,2.444265118,0
12185,EE,2010,1.0156,48,0,e16_19,0.5,0,0.25,0.25,0.5,0.5,16.70999908,2.444265118,0
12186,EE,2010,0.8483,36,1,e16_19,1,0,0,0,1,0,16.70999908,2.444265118,0
12187,EE,2010,0.8483,36,0,e16_19,0.5,0,0,0.5,0.5,0.5,16.70999908,2.444265118,0
12188,EE,2010,1.1451,56,0,studying,0.833333,0,0,0.166667,0.833333,0.166667,16.70999908,2.444265118,0
12189,EE,2010,1.5,74,1,e20plus,1,0,0,0,1,0,16.70999908,2.444265118,0
12190,EE,2010,0.9856,46,1,e20plus,0.5,0,0,0.5,0.5,0.5,16.70999908,2.444265118,0
12191,EE,2010,1.0156,48,0,e20plus,1,0,0,0,1,0,16.70999908,2.444265118,0
12192,EE,2010,0.6673,20,1,e16_19,0,0,0.666667,0.333333,0,1,16.70999908,2.444265118,0
12193,EE,2010,0.8741,38,0,e20plus,0,0.666667,0,0.333333,0.666667,0.333333,16.70999908,2.444265118,0
12194,EE,2010,1.0465,50,1,e16_19,0.5,0,0.25,0.25,0.5,0.5,16.70999908,2.444265118,0
12195,EE,2010,0.7753,30,1,e16_19,0.333333,0,0,0.666667,0.333333,0.666667,16.70999908,2.444265118,0
12196,EE,2010,0.7753,30,0,e16_19,1,0,0,0,1,0,16.70999908,2.444265118,0
12197,EE,2010,1.1978,59,1,e20plus,0.5,0,0.5,0,0.5,0.5,16.70999908,2.444265118,0
12198,EE,2010,0.7637,29,1,e20plus,0.2,0,0,0.8,0.2,0.8,16.70999908,2.444265118,0
12199,EE,2010,1.1451,56,0,e20plus,0.333333,0,0,0.666667,0.333333,0.666667,16.70999908,2.444265118,0
12200,EE,2010,1.2529,62,1,e20plus,0.75,0,0,0.25,0.75,0.25,16.70999908,2.444265118,0
12201,EE,2010,0.8741,38,0,e20plus,0.2,0,0,0.8,0.2,0.8,16.70999908,2.444265118,0
12202,EE,2010,0.9007,40,1,e16_19,0.5,0,0,0.5,0.5,0.5,16.70999908,2.444265118,0
12203,EE,2010,1.1451,56,0,le15,0.25,0,0.75,0,0.25,0.75,16.70999908,2.444265118,0
12204,EE,2010,1.0623,51,0,e16_19,1,0,0,0,1,0,16.70999908,2.444265118,0
12205,EE,2011,1.1206,53,1,le15,0,0,1,0,0,1,12.32999992,7.263084581,0
12206,EE,2011,0.9791,44,0,e20plus,0.6,0,0,0.4,0.6,0.4,12.32999992,7.263084581,0
12207,EE,2011,0.8554,35,1,le15,0.5,0,0,0.5,0.5,0.5,12.32999992,7.263084581,0
12208,EE,2011,0.7702,28,0,e20plus,0.2,0.4,0.4,0,0.6,0.4,12.32999992,7.263084581,0
12209,EE,2011,0.8683,36,0,e20plus,0,0,0,1,0,1,12.32999992,7.263084581,0
12210,EE,2011,0.8948,38,1,e20plus,0.5,0,0,0.5,0.5,0.5,12.32999992,7.263084581,0
12211,EE,2011,1.0089,46,1,e16_19,0,0.666667,0,0.333333,0.666667,0.333333,12.32999992,7.263084581,0
12212,EE,2011,1.1899,57,1,e20plus,0.75,0,0.25,0,0.75,0.25,12.32999992,7.263084581,0
12213,EE,2011,0.8683,36,1,e16_19,0.5,0,0,0.5,0.5,0.5,12.32999992,7.263084581,0
12214,EE,2011,1.3216,64,0,le15,0.25,0,0.5,0.25,0.25,0.75,12.32999992,7.263084581,0
12215,EE,2011,1.0553,49,0,e20plus,0.5,0,0.5,0,0.5,0.5,12.32999992,7.263084581,0
12216,EE,2011,1.0874,51,0,e16_19,0.666667,0,0.333333,0,0.666667,0.333333,12.32999992,7.263084581,0
12217,EE,2011,1.2634,61,1,e16_19,0,0,0,1,0,1,12.32999992,7.263084581,0
12218,EE,2011,0.8178,32,0,e16_19,0.25,0,0.5,0.25,0.25,0.75,12.32999992,7.263084581,0
12219,EE,2011,0.7702,28,1,le15,0.666667,0,0.166667,0.166667,0.666667,0.333333,12.32999992,7.263084581,0
12220,EE,2011,0.653,17,0,e20plus,0,0,0,1,0,1,12.32999992,7.263084581,0
12221,EE,2011,1.0713,50,0,e16_19,0,0.5,0.5,0,0.5,0.5,12.32999992,7.263084581,0
12222,EE,2011,0.936,41,0,e20plus,0,0,0,1,0,1,12.32999992,7.263084581,0
12223,EE,2011,0.9791,44,0,le15,0.5,0,0.5,0,0.5,0.5,12.32999992,7.263084581,0
12224,EE,2011,1.0241,47,0,e20plus,0.333333,0,0.666667,0,0.333333,0.666667,12.32999992,7.263084581,0
12225,EE,2011,0.8178,32,1,e16_19,0,0.5,0.5,0,0.5,0.5,12.32999992,7.263084581,0
12226,EE,2011,1.0553,49,0,le15,0.5,0,0,0.5,0.5,0.5,12.32999992,7.263084581,0
12227,EE,2011,0.7702,28,0,e16_19,0.666667,0,0.333333,0,0.666667,0.333333,12.32999992,7.263084581,0
12228,EE,2011,0.9501,42,0,e20plus,0.5,0.5,0,0,1,0,12.32999992,7.263084581,0
12229,EE,2011,0.9083,39,1,e16_19,0.75,0,0,0.25,0.75,0.25,12.32999992,7.263084581,0
12230,EE,2011,0.9645,43,0,e16_19,0.666667,0,0,0.333333,0.666667,0.333333,12.32999992,7.263084581,0
12231,EE,2011,0.9939,45,1,studying,1,0,0,0,1,0,12.32999992,7.263084581,0
12232,EE,2011,1.0396,48,0,e16_19,0.25,0,0,0.75,0.25,0.75,12.32999992,7.263084581,0
12233,EE,2011,0.8056,31,0,e16_19,0,0,0.5,0.5,0,1,12.32999992,7.263084581,0
12234,EE,2011,0.6831,20,1,e16_19,0,0,1,0,0,1,12.32999992,7.263084581,0
12235,EE,2011,1.0089,46,1,le15,0.833333,0,0.166667,0,0.833333,0.166667,12.32999992,7.263084581,0
12236,EE,2011,1.1721,56,1,studying,0,0,0,1,0,1,12.32999992,7.263084581,0
12237,EE,2011,1.0241,47,0,e16_19,0.6,0,0.2,0.2,0.6,0.4,12.32999992,7.263084581,0
12238,EE,2011,1.4679,71,1,e16_19,0.75,0,0,0.25,0.75,0.25,12.32999992,7.263084581,0
12239,EE,2011,1.2825,62,1,e16_19,0,0,0,0,0,0,12.32999992,7.263084581,0
12240,EE,2011,1.4033,68,0,e16_19,0.333333,0,0.666667,0,0.333333,0.666667,12.32999992,7.263084581,0
12241,EE,2011,0.7818,29,1,le15,0.25,0,0,0.75,0.25,0.75,12.32999992,7.263084581,0
12242,EE,2011,1.0241,47,1,e20plus,1,0,0,0,1,0,12.32999992,7.263084581,0
12243,EE,2011,0.7587,27,0,e16_19,0.166667,0.5,0,0.333333,0.666667,0.333333,12.32999992,7.263084581,0
12244,EE,2011,1.0553,49,0,e20plus,0.25,0,0,0.75,0.25,0.75,12.32999992,7.263084581,0
12245,EE,2011,1.2634,61,1,e16_19,0.333333,0,0.666667,0,0.333333,0.666667,12.32999992,7.263084581,0
12246,EE,2011,0.8178,32,1,e16_19,0.166667,0,0.166667,0.666667,0.166667,0.833333,12.32999992,7.263084581,0
12247,EE,2011,1.2078,58,0,e20plus,0.2,0.8,0,0,1,0,12.32999992,7.263084581,0
12248,EE,2011,1.6551,79,1,e16_19,1,0,0,0,1,0,12.32999992,7.263084581,0
12249,EE,2011,1.0089,46,1,e16_19,0,0,1,0,0,1,12.32999992,7.263084581,0
12250,EE,2011,1.2446,60,0,e16_19,0.333333,0,0.333333,0.333333,0.333333,0.666667,12.32999992,7.263084581,0
12251,EE,2011,1.0396,48,1,e16_19,0,0,0,0,0,0,12.32999992,7.263084581,0
12252,EE,2011,0.9939,45,0,studying,0.75,0.25,0,0,1,0,12.32999992,7.263084581,0
12253,EE,2011,0.8815,37,1,studying,1,0,0,0,1,0,12.32999992,7.263084581,0
12254,EE,2011,0.9791,44,0,e16_19,0.2,0,0.2,0.6,0.2,0.8,12.32999992,7.263084581,0
12255,EE,2011,0.922,40,0,e16_19,0.571429,0,0,0.428571,0.571429,0.428571,12.32999992,7.263084581,0
12256,EE,2011,1.7312,82,0,studying,1,0,0,0,1,0,12.32999992,7.263084581,0
12257,EE,2011,1.7055,81,0,e16_19,0.4,0,0.6,0,0.4,0.6,12.32999992,7.263084581,0
12258,EE,2011,0.8301,33,1,le15,0,0,1,0,0,1,12.32999992,7.263084581,0
12259,EE,2011,0.7818,29,0,e16_19,0.333333,0,0,0.666667,0.333333,0.666667,12.32999992,7.263084581,0
12260,EE,2011,1.4245,69,0,e20plus,0.5,0.5,0,0,1,0,12.32999992,7.263084581,0
12261,EE,2011,1.5587,75,0,e16_19,0.6,0,0.2,0.2,0.6,0.4,12.32999992,7.263084581,0
12262,EE,2011,1.0713,50,1,le15,0,0.2,0.2,0.6,0.2,0.8,12.32999992,7.263084581,0
12263,EE,2011,1.1206,53,0,le15,0,0.2,0,0.8,0.2,0.8,12.32999992,7.263084581,0
12264,EE,2011,0.8056,31,1,e16_19,0.5,0,0,0.5,0.5,0.5,12.32999992,7.263084581,0
12265,EE,2011,0.8948,38,1,le15,0,0,0.666667,0.333333,0,1,12.32999992,7.263084581,0
12266,EE,2011,0.7587,27,1,e20plus,0,0,0.25,0.75,0,1,12.32999992,7.263084581,0
12267,EE,2011,1.0241,47,1,e16_19,0,0.25,0,0.75,0.25,0.75,12.32999992,7.263084581,0
12268,EE,2011,1.0713,50,0,le15,0.5,0,0,0.5,0.5,0.5,12.32999992,7.263084581,0
12269,EE,2011,1.0713,50,1,studying,1,0,0,0,1,0,12.32999992,7.263084581,0
12270,EE,2011,0.8554,35,1,e16_19,0.666667,0,0,0.333333,0.666667,0.333333,12.32999992,7.263084581,0
12271,EE,2011,0.8815,37,1,e16_19,0.5,0,0,0.5,0.5,0.5,12.32999992,7.263084581,0
12272,EE,2011,0.8056,31,0,studying,0.25,0,0,0.75,0.25,0.75,12.32999992,7.263084581,0
12273,EE,2011,1.2825,62,0,e16_19,0.333333,0.333333,0,0.333333,0.666667,0.333333,12.32999992,7.263084581,0
12274,EE,2011,0.7702,28,1,le15,0.5,0,0.25,0.25,0.5,0.5,12.32999992,7.263084581,0
12275,EE,2011,1.1899,57,1,e20plus,0.333333,0.333333,0.333333,0,0.666667,0.333333,12.32999992,7.263084581,0
12276,EE,2011,0.9791,44,1,e16_19,0,0,0.333333,0.666667,0,1,12.32999992,7.263084581,0
12277,EE,2011,0.6831,20,1,le15,0.6,0,0.2,0.2,0.6,0.4,12.32999992,7.263084581,0
12278,EE,2011,1.0874,51,1,e16_19,0.75,0,0.25,0,0.75,0.25,12.32999992,7.263084581,0
12279,EE,2011,0.6433,16,1,e20plus,0.75,0,0.25,0,0.75,0.25,12.32999992,7.263084581,0
12280,EE,2011,1.1206,53,1,le15,0.75,0.25,0,0,1,0,12.32999992,7.263084581,0
12281,EE,2011,0.7587,27,1,le15,0,0,0,0,0,0,12.32999992,7.263084581,0
12282,EE,2011,0.6729,19,1,e20plus,0.4,0,0,0.6,0.4,0.6,12.32999992,7.263084581,0
12283,EE,2011,1.1899,57,0,le15,0,0,0,0,0,0,12.32999992,7.263084581,0
12284,EE,2011,0.8683,36,1,le15,0,0,0.166667,0.833333,0,1,12.32999992,7.263084581,0
12285,EE,2011,1.0553,49,0,e16_19,0,0,1,0,0,1,12.32999992,7.263084581,0
12286,EE,2011,1.0553,49,0,e20plus,0,0,0,1,0,1,12.32999992,7.263084581,0
12287,EE,2011,1.3618,66,0,e16_19,0,0,0.5,0.5,0,1,12.32999992,7.263084581,0
12288,EE,2011,0.9791,44,0,e16_19,1,0,0,0,1,0,12.32999992,7.263084581,0
12289,EE,2011,0.8427,34,0,e20plus,0,0,0.2,0.8,0,1,12.32999992,7.263084581,0
12290,EE,2011,0.8948,38,0,e16_19,0.666667,0,0,0.333333,0.666667,0.333333,12.32999992,7.263084581,0
12291,EE,2011,0.7936,30,1,e20plus,0.8,0.2,0,0,1,0,12.32999992,7.263084581,0
12292,EE,2011,0.9939,45,0,e20plus,0.333333,0,0,0.666667,0.333333,0.666667,12.32999992,7.263084581,0
12293,EE,2011,1.0241,47,0,e16_19,0,0,0,1,0,1,12.32999992,7.263084581,0
12294,EE,2011,1.1721,56,1,le15,0,0,0,1,0,1,12.32999992,7.263084581,0
12295,EE,2011,0.9501,42,1,studying,0.5,0,0,0.5,0.5,0.5,12.32999992,7.263084581,0
12296,EE,2011,0.9791,44,1,e20plus,0,0,1,0,0,1,12.32999992,7.263084581,0
12297,EE,2011,1.2078,58,0,le15,0,0.666667,0.333333,0,0.666667,0.333333,12.32999992,7.263084581,0
12298,EE,2011,0.7936,30,1,le15,0.666667,0,0,0.333333,0.666667,0.333333,12.32999992,7.263084581,0
12299,EE,2011,1.1721,56,0,studying,0.5,0,0.5,0,0.5,0.5,12.32999992,7.263084581,0
12300,EE,2011,0.7145,23,0,le15,1,0,0,0,1,0,12.32999992,7.263084581,0
12301,EE,2011,1.0553,49,0,e16_19,1,0,0,0,1,0,12.32999992,7.263084581,0
12302,EE,2011,1.1547,55,1,studying,0,0,0,1,0,1,12.32999992,7.263084581,0
12303,EE,2011,0.8815,37,1,e16_19,0,0,0,1,0,1,12.32999992,7.263084581,0
12304,EE,2011,0.7936,30,1,e16_19,0.8,0,0.2,0,0.8,0.2,12.32999992,7.263084581,0
12305,EE,2011,1.0089,46,1,e16_19,0.5,0,0,0.5,0.5,0.5,12.32999992,7.263084581,0
